Electric Light Orchestra	Out of the Blue	Across the Border	F:\Music\Electric Light Orchestra\Out of the Blue\Electric Light Orchestra - 04 - Across the Border.mp3
Electric Light Orchestra	Out of the Blue	Night in the City	F:\Music\Electric Light Orchestra\Out of the Blue\Electric Light Orchestra - 05 - Night in the City.mp3
Electric Light Orchestra	Out of the Blue	Starlight	F:\Music\Electric Light Orchestra\Out of the Blue\Electric Light Orchestra - 06 - Starlight.mp3
Electric Light Orchestra	Out of the Blue	Jungle	F:\Music\Electric Light Orchestra\Out of the Blue\Electric Light Orchestra - 07 - Jungle.mp3
Electric Light Orchestra	Out of the Blue	Believe Me Now	F:\Music\Electric Light Orchestra\Out of the Blue\Electric Light Orchestra - 08 - Believe Me Now.mp3
Electric Light Orchestra	Out of the Blue	Steppin' Out	F:\Music\Electric Light Orchestra\Out of the Blue\Electric Light Orchestra - 09 - Steppin' Out.mp3
Electric Light Orchestra	Out of the Blue	Standin' in the Rain	F:\Music\Electric Light Orchestra\Out of the Blue\Electric Light Orchestra - 10 - Standin' in the Rain.mp3
Electric Light Orchestra	Out of the Blue	Big Wheels	F:\Music\Electric Light Orchestra\Out of the Blue\Electric Light Orchestra - 11 - Big Wheels.mp3
Electric Light Orchestra	Out of the Blue	Summer and Lightning	F:\Music\Electric Light Orchestra\Out of the Blue\Electric Light Orchestra - 12 - Summer and Lightning.mp3
Electric Light Orchestra	Out of the Blue	Mr. Blue Sky	F:\Music\Electric Light Orchestra\Out of the Blue\Electric Light Orchestra - 13 - Mr. Blue Sky.mp3
Electric Light Orchestra	Out of the Blue	Sweet Is the Night	F:\Music\Electric Light Orchestra\Out of the Blue\Electric Light Orchestra - 14 - Sweet Is the Night.mp3
Electric Light Orchestra	Out of the Blue	The Whale	F:\Music\Electric Light Orchestra\Out of the Blue\Electric Light Orchestra - 15 - The Whale.mp3
Electric Light Orchestra	Out of the Blue	Birmingham Blues	F:\Music\Electric Light Orchestra\Out of the Blue\Electric Light Orchestra - 16 - Birmingham Blues.mp3
Electric Light Orchestra	Out of the Blue	Wild West Hero	F:\Music\Electric Light Orchestra\Out of the Blue\Electric Light Orchestra - 17 - Wild West Hero.mp3
Electric Light Orchestra		Fifth of Beethoven	F:\Music\Electric Light Orchestra\Unknown Album\Electric Light Orchestra - 01 - Fifth of Beethoven.mp3
Electric Light Orchestra	Xanadu	Xanadu	F:\Music\Electric Light Orchestra\Xanadu\Electric Light Orchestra - 10 - Xanadu.mp3
Electric Six	Fire	Danger! High Voltage	F:\Music\Electric Six\Fire\Electric Six - 04 - Danger! High Voltage.mp3
Electric Six	Fire	Improper Dancing	F:\Music\Electric Six\Fire\Electric Six - 07 - Improper Dancing.mp3
Electric Six	Fire [Japan Bonus Tracks]	Dance Commander	F:\Music\Electric Six\Fire [Japan Bonus Tracks]\Electric Six - 01 - Dance Commander.mp3
Elephant Man		Pon De River	F:\Music\Elephant Man\Unknown Album\Elephant Man - 04 - Pon De River.mp3
Ella and Louis		Heaven	F:\Music\Ella and Louis\Unknown Album\Ella and Louis - Heaven.mp3
Ella Fitzgerald	Christmas Jazz Mix	Have Yourself A Merry Little Christmas	F:\Music\Ella Fitzgerald\Christmas Jazz Mix\Ella Fitzgerald - 01 - Have Yourself A Merry Little Christmas.mp3
Ella Fitzgerald	Christmas Jazz Mix	Santa Clause is Coming to Town	F:\Music\Ella Fitzgerald\Christmas Jazz Mix\Ella Fitzgerald - 06 - Santa Clause is Coming to Town.mp3
Ella Fitzgerald	Christmas Jazz Mix	Winter Wonderland	F:\Music\Ella Fitzgerald\Christmas Jazz Mix\Ella Fitzgerald - 08 - Winter Wonderland.mp3
Ella Fitzgerald	Christmas Jazz Mix	Jingle Bells	F:\Music\Ella Fitzgerald\Christmas Jazz Mix\Ella Fitzgerald - 11 - Jingle Bells.mp3
Ella Fitzgerald	Christmas Jazz Mix	Sleigh Ride	F:\Music\Ella Fitzgerald\Christmas Jazz Mix\Ella Fitzgerald - 18 - Sleigh Ride.mp3
Ella Fitzgerald	Christmas Jazz Mix	Let it Snow! Let it Snow! Let it Snow!	F:\Music\Ella Fitzgerald\Christmas Jazz Mix\Ella Fitzgerald - 23 - Let it Snow! Let it Snow! Let it Snow!.mp3
Ella Fitzgerald	First Lady Of Song	Too Young For The Blues	F:\Music\Ella Fitzgerald\First Lady Of Song\Ella Fitzgerald - 01 - Too Young For The Blues.mp3
Ella Fitzgerald	First Lady Of Song	Can't We Be Friends	F:\Music\Ella Fitzgerald\First Lady Of Song\Ella Fitzgerald - 02 - Can't We Be Friends.mp3
Ella Fitzgerald	First Lady Of Song	Bewitched, Bothered, And Bewildered	F:\Music\Ella Fitzgerald\First Lady Of Song\Ella Fitzgerald - 03 - Bewitched, Bothered, And Bewildered.mp3
Ella Fitzgerald	First Lady Of Song	Just A-Sittin' And A-Rockin'	F:\Music\Ella Fitzgerald\First Lady Of Song\Ella Fitzgerald - 04 - Just A-Sittin' And A-Rockin'.mp3
Ella Fitzgerald	First Lady Of Song	I'm Just A Lucky So And So	F:\Music\Ella Fitzgerald\First Lady Of Song\Ella Fitzgerald - 05 - I'm Just A Lucky So And So.mp3
Ella Fitzgerald	First Lady Of Song	Baby, Don't You Go 'Way Mad	F:\Music\Ella Fitzgerald\First Lady Of Song\Ella Fitzgerald - 06 - Baby, Don't You Go 'Way Mad.mp3
Ella Fitzgerald	First Lady Of Song	Angel Eyes	F:\Music\Ella Fitzgerald\First Lady Of Song\Ella Fitzgerald - 07 - Angel Eyes.mp3
Ella Fitzgerald	First Lady Of Song	I Won't Dance	F:\Music\Ella Fitzgerald\First Lady Of Song\Ella Fitzgerald - 08 - I Won't Dance.mp3
Ella Fitzgerald	First Lady Of Song	Lush Life	F:\Music\Ella Fitzgerald\First Lady Of Song\Ella Fitzgerald - 09 - Lush Life.mp3
Ella Fitzgerald	First Lady Of Song	Blue Skies	F:\Music\Ella Fitzgerald\First Lady Of Song\Ella Fitzgerald - 10 - Blue Skies.mp3
Ella Fitzgerald	First Lady Of Song	The Swingin' Shepherd Blues	F:\Music\Ella Fitzgerald\First Lady Of Song\Ella Fitzgerald - 11 - The Swingin' Shepherd Blues.mp3
Ella Fitzgerald	First Lady Of Song	You're An Old Smoothie	F:\Music\Ella Fitzgerald\First Lady Of Song\Ella Fitzgerald - 12 - You're An Old Smoothie.mp3
Ella Fitzgerald	First Lady Of Song	Detour Ahead	F:\Music\Ella Fitzgerald\First Lady Of Song\Ella Fitzgerald - 13 - Detour Ahead.mp3
Ella Fitzgerald	First Lady Of Song	Don't Be That Way	F:\Music\Ella Fitzgerald\First Lady Of Song\Ella Fitzgerald - 14 - Don't Be That Way.mp3
Ella Fitzgerald	First Lady Of Song	A Fine Romance	F:\Music\Ella Fitzgerald\First Lady Of Song\Ella Fitzgerald - 15 - A Fine Romance.mp3
Ella Fitzgerald	First Lady Of Song	'Deed I Do	F:\Music\Ella Fitzgerald\First Lady Of Song\Ella Fitzgerald - 16 - 'Deed I Do.mp3
Ella Fitzgerald	In Session With The Jazz Masters: Ella Fitzgerald	Bewitched (Full Version)	F:\Music\Ella Fitzgerald\In Session With The Jazz Masters_ E\Ella Fitzgerald - 01 - Bewitched (Full Version).mp3
Ella Fitzgerald	In Session With The Jazz Masters: Ella Fitzgerald	Bewitched (Backing Track)	F:\Music\Ella Fitzgerald\In Session With The Jazz Masters_ E\Ella Fitzgerald - 02 - Bewitched (Backing Track).mp3
Ella Fitzgerald	In Session With The Jazz Masters: Ella Fitzgerald	Makin' Whoopee! (Full Version)	F:\Music\Ella Fitzgerald\In Session With The Jazz Masters_ E\Ella Fitzgerald - 09 - Makin' Whoopee! (Full Version).mp3
Ella Fitzgerald	In Session With The Jazz Masters: Ella Fitzgerald	Makin' Whoopee! (Backing Track)	F:\Music\Ella Fitzgerald\In Session With The Jazz Masters_ E\Ella Fitzgerald - 10 - Makin' Whoopee! (Backing Track).mp3
Ella Fitzgerald	In Session With The Jazz Masters: Ella Fitzgerald	Nice Work If You Can Get It (Backing Track)	F:\Music\Ella Fitzgerald\In Session With The Jazz Masters_ E\Ella Fitzgerald - 12 - Nice Work If You Can Get It (Backing Track).mp3
Ella Fitzgerald	In Session With The Jazz Masters: Ella Fitzgerald	Slap That Bass (Backing Track)	F:\Music\Ella Fitzgerald\In Session With The Jazz Masters_ E\Ella Fitzgerald - 14 - Slap That Bass (Backing Track).mp3
Ella Fitzgerald	In Session With The Jazz Masters: Ella Fitzgerald	Oh, Lady Be Good (Full Version)	F:\Music\Ella Fitzgerald\In Session With The Jazz Masters_ E\Ella Fitzgerald - 15 - Oh, Lady Be Good (Full Version).mp3
Ella Fitzgerald	In Session With The Jazz Masters: Ella Fitzgerald	Oh, Lady Be Good (Backing Track)	F:\Music\Ella Fitzgerald\In Session With The Jazz Masters_ E\Ella Fitzgerald - 16 - Oh, Lady Be Good (Backing Track).mp3
Ella Fitzgerald	Jazz Vocal Mix	the Lady is a Tramp	F:\Music\Ella Fitzgerald\Jazz Vocal Mix\Ella Fitzgerald - 03 - the Lady is a Tramp.mp3
Ella Fitzgerald	Jazz Vocal Mix	Don't Get Around Much Anymore	F:\Music\Ella Fitzgerald\Jazz Vocal Mix\Ella Fitzgerald - 04 - Don't Get Around Much Anymore.mp3
Ella Fitzgerald	The Concert Years (disc 4)	Blue Moon	F:\Music\Ella Fitzgerald\The Concert Years (disc 4)\Ella Fitzgerald - 15 - Blue Moon.mp3
Louis Armstrong & Ella Fitzgerald	Ella & Louis Sing Gershwin	I Got Plenty o' Nuttin	F:\Music\Ella Fitzgerald & Louis Armstrong\Ella & Louis Sing Gershwin\Louis Armstrong & Ella Fitzgerald - 01 - I Got Plenty o' Nuttin.mp3
Louis Armstrong & Ella Fitzgerald	Ella & Louis Sing Gershwin	He Loves and She Loves	F:\Music\Ella Fitzgerald & Louis Armstrong\Ella & Louis Sing Gershwin\Louis Armstrong & Ella Fitzgerald - 02 - He Loves and She Loves.mp3
Louis Armstrong & Ella Fitzgerald	Ella & Louis Sing Gershwin	A Woman Is a Sometime Thing	F:\Music\Ella Fitzgerald & Louis Armstrong\Ella & Louis Sing Gershwin\Louis Armstrong & Ella Fitzgerald - 03 - A Woman Is a Sometime Thing.mp3
Louis Armstrong & Ella Fitzgerald	Ella & Louis Sing Gershwin	Strike Up the Band	F:\Music\Ella Fitzgerald & Louis Armstrong\Ella & Louis Sing Gershwin\Louis Armstrong & Ella Fitzgerald - 06 - Strike Up the Band.mp3
Louis Armstrong & Ella Fitzgerald	Ella & Louis Sing Gershwin	Things Are Looking Up	F:\Music\Ella Fitzgerald & Louis Armstrong\Ella & Louis Sing Gershwin\Louis Armstrong & Ella Fitzgerald - 07 - Things Are Looking Up.mp3
Louis Armstrong & Ella Fitzgerald	Ella & Louis Sing Gershwin	They All Laughed	F:\Music\Ella Fitzgerald & Louis Armstrong\Ella & Louis Sing Gershwin\Louis Armstrong & Ella Fitzgerald - 08 - They All Laughed.mp3
Louis Armstrong & Ella Fitzgerald	Ella & Louis Sing Gershwin	A Foggy Day	F:\Music\Ella Fitzgerald & Louis Armstrong\Ella & Louis Sing Gershwin\Louis Armstrong & Ella Fitzgerald - 09 - A Foggy Day.mp3
Louis Armstrong & Ella Fitzgerald	Ella & Louis Sing Gershwin	How Long Has This Been Going On?	F:\Music\Ella Fitzgerald & Louis Armstrong\Ella & Louis Sing Gershwin\Louis Armstrong & Ella Fitzgerald - 10 - How Long Has This Been Going On_.mp3
Louis Armstrong & Ella Fitzgerald	Ella & Louis Sing Gershwin	'S Wonderful	F:\Music\Ella Fitzgerald & Louis Armstrong\Ella & Louis Sing Gershwin\Louis Armstrong & Ella Fitzgerald - 14 - 'S Wonderful.mp3
Louis Armstrong & Ella Fitzgerald	Ella & Louis Sing Gershwin	I Was Doing All Right	F:\Music\Ella Fitzgerald & Louis Armstrong\Ella & Louis Sing Gershwin\Louis Armstrong & Ella Fitzgerald - 15 - I Was Doing All Right.mp3
Louis Armstrong & Ella Fitzgerald	Ella & Louis Sing Gershwin	Oh, Lady, Be Good!	F:\Music\Ella Fitzgerald & Louis Armstrong\Ella & Louis Sing Gershwin\Louis Armstrong & Ella Fitzgerald - 16 - Oh, Lady, Be Good!.mp3
Louis Armstrong & Ella Fitzgerald	The Best Of Ella Fitzgerald & Louis Armstrong	Let's Call The Whole Thing Off	F:\Music\Ella Fitzgerald & Louis Armstrong\The Best Of Ella Fitzgerald & Louis\Louis Armstrong & Ella Fitzgerald - 01 - Let's Call The Whole Thing Off.mp3
Louis Armstrong & Ella Fitzgerald	The Best Of Ella Fitzgerald & Louis Armstrong	Love Is Here To Stay	F:\Music\Ella Fitzgerald & Louis Armstrong\The Best Of Ella Fitzgerald & Louis\Louis Armstrong & Ella Fitzgerald - 02 - Love Is Here To Stay.mp3
Louis Armstrong & Ella Fitzgerald	The Best Of Ella Fitzgerald & Louis Armstrong	The Nearness Of You	F:\Music\Ella Fitzgerald & Louis Armstrong\The Best Of Ella Fitzgerald & Louis\Louis Armstrong & Ella Fitzgerald - 03 - The Nearness Of You.mp3
Louis Armstrong & Ella Fitzgerald	The Best Of Ella Fitzgerald & Louis Armstrong	Stars Fell On Alabama	F:\Music\Ella Fitzgerald & Louis Armstrong\The Best Of Ella Fitzgerald & Louis\Louis Armstrong & Ella Fitzgerald - 04 - Stars Fell On Alabama.mp3
Louis Armstrong & Ella Fitzgerald	The Best Of Ella Fitzgerald & Louis Armstrong	Gee, Baby, Ain't I Good To You?	F:\Music\Ella Fitzgerald & Louis Armstrong\The Best Of Ella Fitzgerald & Louis\Louis Armstrong & Ella Fitzgerald - 05 - Gee, Baby, Ain't I Good To You_.mp3
Louis Armstrong & Ella Fitzgerald	The Best Of Ella Fitzgerald & Louis Armstrong	They Can't Take That Away From Me	F:\Music\Ella Fitzgerald & Louis Armstrong\The Best Of Ella Fitzgerald & Louis\Louis Armstrong & Ella Fitzgerald - 06 - They Can't Take That Away From Me.mp3
Louis Armstrong & Ella Fitzgerald	The Best Of Ella Fitzgerald & Louis Armstrong	Autumn In New York	F:\Music\Ella Fitzgerald & Louis Armstrong\The Best Of Ella Fitzgerald & Louis\Louis Armstrong & Ella Fitzgerald - 07 - Autumn In New York.mp3
Louis Armstrong & Ella Fitzgerald	The Best Of Ella Fitzgerald & Louis Armstrong	Summertime	F:\Music\Ella Fitzgerald & Louis Armstrong\The Best Of Ella Fitzgerald & Louis\Louis Armstrong & Ella Fitzgerald - 08 - Summertime.mp3
Louis Armstrong & Ella Fitzgerald	The Best Of Ella Fitzgerald & Louis Armstrong	Tenderly	F:\Music\Ella Fitzgerald & Louis Armstrong\The Best Of Ella Fitzgerald & Louis\Louis Armstrong & Ella Fitzgerald - 09 - Tenderly.mp3
Louis Armstrong & Ella Fitzgerald	The Best Of Ella Fitzgerald & Louis Armstrong	Stompin' At The Savoy	F:\Music\Ella Fitzgerald & Louis Armstrong\The Best Of Ella Fitzgerald & Louis\Louis Armstrong & Ella Fitzgerald - 10 - Stompin' At The Savoy.mp3
Louis Armstrong & Ella Fitzgerald	The Best Of Ella Fitzgerald & Louis Armstrong	Under A Blanket Of Blue	F:\Music\Ella Fitzgerald & Louis Armstrong\The Best Of Ella Fitzgerald & Louis\Louis Armstrong & Ella Fitzgerald - 11 - Under A Blanket Of Blue.mp3
Louis Armstrong & Ella Fitzgerald	The Best Of Ella Fitzgerald & Louis Armstrong	I Wants To Stay Here	F:\Music\Ella Fitzgerald & Louis Armstrong\The Best Of Ella Fitzgerald & Louis\Louis Armstrong & Ella Fitzgerald - 12 - I Wants To Stay Here.mp3
Louis Armstrong & Ella Fitzgerald	The Best Of Ella Fitzgerald & Louis Armstrong	I've Got My Love To Keep Me Warm	F:\Music\Ella Fitzgerald & Louis Armstrong\The Best Of Ella Fitzgerald & Louis\Louis Armstrong & Ella Fitzgerald - 13 - I've Got My Love To Keep Me Warm.mp3
Louis Armstrong & Ella Fitzgerald	The Best Of Ella Fitzgerald & Louis Armstrong	There's A Boat Dat's Leavin' Soon For New York	F:\Music\Ella Fitzgerald & Louis Armstrong\The Best Of Ella Fitzgerald & Louis\Louis Armstrong & Ella Fitzgerald - 14 - There's A Boat Dat's Leavin' Soon For New York.mp3
Louis Armstrong & Ella Fitzgerald	The Best Of Ella Fitzgerald & Louis Armstrong	You Won't Be Satisfied (Until You Break My Heart)	F:\Music\Ella Fitzgerald & Louis Armstrong\The Best Of Ella Fitzgerald & Louis\Louis Armstrong & Ella Fitzgerald - 15 - You Won't Be Satisfied (Until You Break My Heart).mp3
Ella Fitzgerald & Duke Ellington	Ella & Duke at the Côte D'Azur [disc I]	Mack the Knife [live]	F:\Music\Ella Fitzgerald_Duke Ellington\Ella & Duke at the Côte D'Azur [dis\Ella Fitzgerald & Duke Ellington - 12 - Mack the Knife [live].mp3
Ellie Goulding	Starry Eyed	Starry Eyed (Russ Chimes Remix)	F:\Music\Ellie Goulding\Starry Eyed\Ellie Goulding - 06 - Starry Eyed (Russ Chimes Remix).mp3
Ellie Greenwich	Leader of the Pack	Today I Met The Boy I'm Gonna Marry	F:\Music\Ellie Greenwich\Leader of the Pack\Ellie Greenwich - 07 - Today I Met The Boy I'm Gonna Marry.mp3
Final Fantasy : the Spirits Within	Lara Fabian	The Dream Within	F:\Music\Elliot Goldenthal\Lara Fabian\Final Fantasy _ the Spirits Within - 17 - The Dream Within.mp3
Elton John	Greatest Hits	Rocket Man	F:\Music\Elton John\Greatest Hits\Elton John - 06 - Rocket Man.mp3
Elton John	Greatest Hits	Bennie And The Jets	F:\Music\Elton John\Greatest Hits\Elton John - 07 - Bennie And The Jets.mp3
Elton John	Greatest Hits	Your Song	F:\Music\Elton John\Greatest Hits\Elton John - 32 - Your Song.mp3
Elton John	Greatest Hits (1970-2002)	Can You Feel The Love Tonight	F:\Music\Elton John\Greatest Hits (1970-2002)\Elton John - 09 - Can You Feel The Love Tonight.mp3
Elvis (Remix By JXL)		A Little Less Conversation	F:\Music\Elvis (Remix By JXL)\Unknown Album\Elvis (Remix By JXL) - A Little Less Conversation.mp3
Elvis Presley	Complete Single Collection (Vol. 02) Aug. '56 - Jul. '59	Blue Moon	F:\Music\Elvis Presley\Complete Single Collection (Vol. 02\Elvis Presley - 02 - Blue Moon.mp3
Elvis Presley	The Number One Hits	Jailhouse Rock	F:\Music\Elvis Presley\The Number One Hits\Elvis Presley - 09 - Jailhouse Rock.mp3
Eminem	The Eminem Show	Till I Collapse	F:\Music\Eminem\The Eminem Show\Eminem - 18 - Till I Collapse.mp3
Engrave	Polaris	Eiserner Vorhang	F:\Music\Engrave\Polaris\Engrave - 06 - Eiserner Vorhang.mp3
Enigma	Love Sensuality Devotion: The Remix Collection	Turn Around (Northern Lights Club Mix)	F:\Music\Enigma\Love Sensuality Devotion_ The Remix\Enigma - 01 - Turn Around (Northern Lights Club Mix).mp3
Enya	A Day Without Rain	Only Time	F:\Music\Enya\A Day Without Rain\Enya - 01 - Only Time.mp3
Enya	Paint The Sky With Stars - The	Caribbean Blue	F:\Music\Enya\Paint The Sky With Stars - The\Enya - 02 - Caribbean Blue.mp3
Enya		Sail Away	F:\Music\Enya\Unknown Album\Enya - Sail Away.mp3
Eric Clapton		Change the World	F:\Music\Eric Clapton\Unknown Album\Eric Clapton - Change the World.mp3
Eric Clapton		I Shot The Sheriff	F:\Music\Eric Clapton\Unknown Album\Eric Clapton - I Shot The Sheriff.mp3
Eric Clapton		Layla (Original version)	F:\Music\Eric Clapton\Unknown Album\Eric Clapton - Layla (Original version).mp3
Eric Clapton		Tears In Heaven	F:\Music\Eric Clapton\Unknown Album\Eric Clapton - Tears In Heaven.mp3
Eric Clapton		Wonderful Tonight	F:\Music\Eric Clapton\Unknown Album\Eric Clapton - Wonderful Tonight.mp3
Erik Satie	Michel Legrand, piano	Gymnopedie No1	F:\Music\Erik Satie\Michel Legrand, piano\Erik Satie - 01 - Gymnopedie No1.mp3
Erik Satie	Satie: 3 Gymnopedies & other p	Gnossienne No4	F:\Music\Erik Satie\Satie_ 3 Gymnopedies & other p\Erik Satie - Gnossienne No4.mp3
Erik Satie	Satie: 3 Gymnopedies & other p	Gnossienne No6	F:\Music\Erik Satie\Satie_ 3 Gymnopedies & other p\Erik Satie - Gnossienne No6.mp3
Erik Satie		Gnossienne No5	F:\Music\Erik Satie\Unknown Album\Erik Satie - Gnossienne No5.mp3
Erik Satie		Gymnopedie (Violin-Harp)	F:\Music\Erik Satie\Unknown Album\Erik Satie - Gymnopedie (Violin-Harp).mp3
Erik Satie		Gymnopedie III	F:\Music\Erik Satie\Unknown Album\Erik Satie - Gymnopedie III.mp3
Erik Satie		Gymnopedie No3	F:\Music\Erik Satie\Unknown Album\Erik Satie - Gymnopedie No3.mp3
Erik Satie		Nocturne I	F:\Music\Erik Satie\Unknown Album\Erik Satie - Nocturne I.mp3
Erik Satie		Nocturne IV	F:\Music\Erik Satie\Unknown Album\Erik Satie - Nocturne IV.mp3
Erik Satie		Trois Gymnopedie	F:\Music\Erik Satie\Unknown Album\Erik Satie - Trois Gymnopedie.mp3
ESPN Jock Jams	ESPN Jock Jams	Twilight Zone	F:\Music\ESPN Jock Jams\ESPN Jock Jams\ESPN Jock Jams - 32 - Twilight Zone.mp3
ETC (Switchfoot)	Sam's CD English	Salesman	F:\Music\ETC (Switchfoot)\Sam's CD English\ETC (Switchfoot) - 05 - Salesman.mp3
Europe		The Final Countdown	F:\Music\Europe\Unknown Album\Europe - The Final Countdown.mp3
Eurythmics	Greatest Hits	Here Comes The Rain Again	F:\Music\Eurythmics\Greatest Hits\Eurythmics - 32 - Here Comes The Rain Again.mp3
Everclear		I Will Buy You a New Life	F:\Music\Everclear\Unknown Album\Everclear - I Will Buy You a New Life.mp3
Excel Saga		Ai (Chuu Seishin)	F:\Music\Excel Saga\Unknown Album\Excel Saga - Ai (Chuu Seishin).mp3
Explosions in the Sky	All of a Sudden I Miss Everyone	The Birth and the Death of Day	F:\Music\Explosions in the Sky\All of a Sudden I Miss Everyone\Explosions in the Sky - 01 - The Birth and the Death of Day.mp3
Explosions in the Sky	All of a Sudden I Miss Everyone	Welcome, Ghosts	F:\Music\Explosions in the Sky\All of a Sudden I Miss Everyone\Explosions in the Sky - 02 - Welcome, Ghosts.mp3
Explosions in the Sky	All of a Sudden I Miss Everyone	It's Natural to Be Afraid	F:\Music\Explosions in the Sky\All of a Sudden I Miss Everyone\Explosions in the Sky - 03 - It's Natural to Be Afraid.mp3
Explosions in the Sky	All of a Sudden I Miss Everyone	What Do You Go Home To?	F:\Music\Explosions in the Sky\All of a Sudden I Miss Everyone\Explosions in the Sky - 04 - What Do You Go Home To_.mp3
Explosions in the Sky	All of a Sudden I Miss Everyone	Catastrophe and the Cure	F:\Music\Explosions in the Sky\All of a Sudden I Miss Everyone\Explosions in the Sky - 05 - Catastrophe and the Cure.mp3
Explosions in the Sky	All of a Sudden I Miss Everyone	So Long, Lonesome	F:\Music\Explosions in the Sky\All of a Sudden I Miss Everyone\Explosions in the Sky - 06 - So Long, Lonesome.mp3
Explosions in the Sky	All of a Sudden I Miss Everyone (Bonus Disc)	The Birth and Death of the Day (Jesu Mix)	F:\Music\Explosions in the Sky\All of a Sudden I Miss Everyone (Bo\Explosions in the Sky - 01 - The Birth and Death of the Day (Jesu Mix).mp3
